"filename", "language", "Markdown", "JavaScript", "TypeScript JSX", "HTML", "PowerShell", "JSON", "TypeScript", "CSS", "Ignore", "SQL", "YAML", "comment", "blank", "total"
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\students\CounselorStudentAttendances.tsx", "TypeScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\students\CounselorStudentDetail.tsx", "TypeScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\students\CounselorStudentModify.tsx", "TypeScript JSX", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 64, 5, 126
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\students\CounselorStudentsView.tsx", "TypeScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentCourseAttendance.tsx", "TypeScript JSX", 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 46, 19, 224
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentCourses.tsx", "TypeScript JSX", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 35, 9, 106
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentHelpVideos.tsx", "TypeScript JSX", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 28
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentMainView.tsx", "TypeScript JSX", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 15, 3, 58
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentProfile.tsx", "TypeScript JSX", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 50
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentQrScanner.tsx", "TypeScript JSX", 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10, 151
"h:\inde\JakSurveillance\frontend\src\views\main\student\StudentQrSelectScanner.tsx", "TypeScript JSX", 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12, 193
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Attendance\TeacherAttendanceRoom.tsx", "TypeScript JSX", 0, 0, 363, 0, 0, 0, 0, 0, 0, 0, 0, 74, 24, 461
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Attendance\TeacherAttendanceRoomReload.tsx", "TypeScript JSX", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 33
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Attendance\TeacherCreateLecture.tsx", "TypeScript JSX", 0, 0, 497, 0, 0, 0, 0, 0, 0, 0, 0, 39, 38, 574
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourseAttendances.tsx", "TypeScript JSX", 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 206
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourseDetail.tsx", "TypeScript JSX", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 75
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourseModify.tsx", "TypeScript JSX", 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 11, 22, 262
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourseStats.tsx", "TypeScript JSX", 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 29, 19, 272
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourses.tsx", "TypeScript JSX", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 126
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCreateCourse.tsx", "TypeScript JSX", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 36
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Lectures\TeacherLectures.tsx", "TypeScript JSX", 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 190
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherLateEnrollment.tsx", "TypeScript JSX", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherStudentAttendances.tsx", "TypeScript JSX", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 30, 17, 216
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherStudentDetail.tsx", "TypeScript JSX", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 26, 12, 207
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherStudentModify.tsx", "TypeScript JSX", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 66
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherStudentsView.tsx", "TypeScript JSX", 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 19, 15, 241
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\TeacherHelpVideos.tsx", "TypeScript JSX", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 60
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\TeacherMainView.tsx", "TypeScript JSX", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 13, 7, 130
"h:\inde\JakSurveillance\frontend\src\views\main\teacher\TeacherProfile.tsx", "TypeScript JSX", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 49
"h:\inde\JakSurveillance\frontend\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"h:\inde\JakSurveillance\frontend\tailwind.config.js", "JavaScript", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 55
"h:\inde\JakSurveillance\frontend\tsconfig.json", "JSON", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 2, 1, 34
"h:\inde\JakSurveillance\frontend\tsconfig.node.json", "JSON", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"h:\inde\JakSurveillance\frontend\typedoc.json", "JSON", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"h:\inde\JakSurveillance\frontend\vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 16, 4, 60
"h:\inde\JakSurveillance\gitpull.ps1", "PowerShell", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13
"h:\inde\JakSurveillance\package.json", "JSON", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 1, 22
"h:\inde\JakSurveillance\packagesnapper.ps1", "PowerShell", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 21, 7, 39
"h:\inde\JakSurveillance\serversideconf\.prettierignore", "Ignore", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"h:\inde\JakSurveillance\serversideconf\readme.md", "Markdown", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 62
"Total", "-", 183, 130, 11577, 37, 49, 274, 7196, 96, 1, 207, 53, 4186, 1649, 25638
